1, seth faucette, green bay packers, RB, 379, 867, 45786536
50911, robert dusek, arizona cardinals, QB, 350, 289, 27184797
50912, wendell bruce, san diego chargers, RB, 238, 818, 33947940
50913, james lastufka, san francisco 49ers, WR, 121, 390, 37757329
50914, william baker, miami dolphins, QB, 105, 747, 13461627
50915, albert mathis, new england patriots, WR, 196, 361, 6371944
50916, jose sanders, oakland raiders, RB, 266, 99, 28884009
50917, palmer cannon, chicago bears, RB, 226, 238, 30246948
50918, george riley, new york jets, WR, 337, 178, 7594829
50919, edward thomas, dallas cowboys, RB, 500, 49, 42476618
50920, lee medina, philadelphia eagles, QB, 109, 551, 18795621
50921, richard ingram, seattle seahawks, QB, 185, 138, 49408024
50922, craig null, indianapolis colts, WR, 102, 416, 6029732
50923, francis wallner, detroit lions, QB, 191, 529, 29358467
50924, matthew blue, detroit lions, RB, 193, 607, 46167494
50925, raymond wallace, tampa bay buccaneers, QB, 14, 448, 1857699
50926, george hayes, baltimore ravens, WR, 184, 923, 16943749
50927, jerry sherratt, cleveland browns, QB, 415, 934, 47083999
50928, guillermo davis, denver broncos, QB, 123, 358, 10085211
50929, david lawrence, st louis rams, QB, 412, 415, 45709954
50930, victor hamm, baltimore ravens, QB, 350, 256, 40628152
50931, alvin addams, buffalo bills, WR, 139, 565, 25733975
50932, richard wilson, new york jets, RB, 286, 189, 38096620
50933, john davis, miami dolphins, QB, 110, 567, 28908730
50934, brian wiggins, green bay packers, RB, 61, 61, 11832925
50935, jonathan cook, new orleans saints, QB, 495, 823, 20308665
50936, david akers, oakland raiders, RB, 64, 307, 41299203
50937, bryan perryman, jacksonville jaguars, RB, 351, 438, 37277739
50938, raymond simpson, tampa bay buccaneers, WR, 84, 38, 35001074
50939, casey leonard, new york giants, RB, 467, 335, 26736946
50940, hugh may, oakland raiders, QB, 479, 534, 47198648
50941, donald moore, jacksonville jaguars, QB, 167, 531, 8543206
50942, david smith, chicago bears, QB, 468, 21, 40970542
50943, albert smith, new orleans saints, QB, 318, 915, 40213393
50944, tony jones, new york jets, WR, 321, 149, 24360268
50945, terry matton, san francisco 49ers, RB, 63, 167, 44132496
50946, ryan blanchard, buffalo bills, QB, 63, 952, 26188126
50947, clarence devine, minnesota vikings, QB, 496, 664, 25107070
50948, bob zito, carolina panthers, RB, 297, 840, 5780355
50949, donald reed, baltimore ravens, RB, 174, 693, 30515151
50950, lyle doran, new england patriots, WR, 128, 497, 32223138
50951, shannon foskett, green bay packers, RB, 255, 612, 3692111
50952, richard bloom, chicago bears, QB, 478, 916, 7346303
50953, paul mccreary, tennessee titans, RB, 123, 109, 30946834
50954, frank lackey, miami dolphins, WR, 369, 944, 22502981
50955, larry kuhn, seattle seahawks, RB, 187, 736, 25577802
50956, jonathan collins, new york jets, WR, 284, 148, 24794850
50957, brandon haertel, arizona cardinals, WR, 66, 771, 20420714
50958, billy brown, new england patriots, WR, 383, 38, 5180465
50959, robert mathis, minnesota vikings, QB, 475, 162, 8898644
50960, john crader, kansas city chiefs, QB, 360, 713, 24446726
50961, anthony williams, philadelphia eagles, WR, 235, 756, 17812189
50962, david weaver, indianapolis colts, WR, 23, 228, 37746542
50963, bob wade, san diego chargers, QB, 182, 66, 3622297
50964, preston wilson, washington redskins, WR, 52, 339, 42287019
50965, ollie jenkins, seattle seahawks, QB, 180, 862, 22774899
50966, thurman anderson, san francisco 49ers, RB, 446, 832, 11579725
50967, richard reynolds, san francisco 49ers, QB, 457, 879, 36143192
50968, joseph taber, chicago bears, WR, 318, 765, 37233188
50969, phil denny, buffalo bills, RB, 120, 186, 40949717
50970, wendell clark, new orleans saints, QB, 367, 379, 1097129
50971, donald barrett, seattle seahawks, WR, 465, 957, 31904932
50972, kevin inman, miami dolphins, WR, 423, 617, 39547040
50973, aaron johnston, new york jets, QB, 214, 366, 12414815
50974, robert marley, washington redskins, RB, 86, 77, 29974558
50975, luciano stanley, seattle seahawks, WR, 315, 708, 39685951
50976, dale simpson, new york giants, WR, 73, 482, 19135669
50977, todd paine, dallas cowboys, WR, 404, 155, 48670877
50978, willie davis, cleveland browns, RB, 40, 355, 43483780
50979, joseph penton, new england patriots, WR, 260, 338, 47521551
50980, stephen tusing, atlanta falcons, RB, 134, 948, 39312360
50981, joseph jones, tampa bay buccaneers, QB, 219, 833, 48552389
50982, jordan brock, seattle seahawks, WR, 5, 268, 12482193
50983, daniel auger, cleveland browns, WR, 482, 466, 47973977
50984, aaron soto, green bay packers, RB, 283, 897, 16039138
50985, jeremy hawley, atlanta falcons, RB, 161, 326, 28654094
50986, santiago pennell, cincinnati bengals, RB, 86, 23, 41103449
50987, james rivera, arizona cardinals, RB, 383, 643, 16630932
50988, juan olds, baltimore ravens, QB, 481, 558, 19997857
50989, ryan saulter, san francisco 49ers, RB, 471, 513, 28533035
50990, steven rowe, philadelphia eagles, RB, 482, 152, 8203121
50991, david railsback, carolina panthers, WR, 202, 984, 17566196
50992, daniel hannigan, philadelphia eagles, QB, 283, 582, 47243854
50993, james howard, cleveland browns, QB, 18, 780, 20507694
50994, louis burdick, new orleans saints, QB, 430, 270, 18971310
50995, gilbert gauthier, indianapolis colts, QB, 49, 635, 44611064
50996, sean snow, dallas cowboys, RB, 377, 525, 18604473
50997, james procter, arizona cardinals, WR, 228, 971, 41634846
50998, dwight damelio, jacksonville jaguars, WR, 192, 214, 41755736
50999, lawrence cole, dallas cowboys, QB, 457, 8, 34345938
51000, james blair, chicago bears, WR, 22, 897, 23446698
51001, david nosek, new england patriots, QB, 401, 363, 18764435
51002, james gordon, washington redskins, WR, 232, 700, 38483679
51003, johnny anderson, minnesota vikings, RB, 309, 949, 22823025
51004, david jacobs, carolina panthers, QB, 431, 440, 31053861
51005, gerardo gabriel, atlanta falcons, QB, 167, 354, 19390546
51006, donald taylor, atlanta falcons, QB, 376, 840, 41960591
51007, david robinson, green bay packers, WR, 454, 786, 7528426
51008, steve wooton, denver broncos, RB, 410, 725, 41147588
51009, steven schermann, denver broncos, WR, 60, 320, 46878499
51010, robert pennell, new york jets, RB, 256, 84, 39225633
51011, edward davenport, baltimore ravens, RB, 443, 486, 35734977
51012, thomas demora, st louis rams, QB, 399, 909, 33183174
51013, john mannino, san francisco 49ers, RB, 372, 4, 7422917
51014, jerry osborne, oakland raiders, QB, 270, 883, 7058936
51015, billy loney, jacksonville jaguars, WR, 66, 122, 38027989
51016, merlin cooper, philadelphia eagles, RB, 89, 629, 16665798
51017, adam conway, baltimore ravens, QB, 489, 134, 21956016
51018, john soffel, minnesota vikings, QB, 21, 392, 1905709
51019, james powell, san francisco 49ers, QB, 358, 834, 40342782
51020, james case, tennessee titans, WR, 137, 808, 23447069
51021, danny turner, green bay packers, QB, 305, 33, 49943830
51022, john thompson, carolina panthers, WR, 11, 155, 20745390
51023, robert sherman, chicago bears, RB, 222, 651, 2563951
51024, shaun creek, minnesota vikings, QB, 119, 252, 16252390
51025, lance salter, denver broncos, WR, 345, 562, 38049544
51026, brian mouret, indianapolis colts, RB, 376, 162, 14228229
51027, brendon foster, green bay packers, WR, 31, 64, 37841371
51028, thomas ciprian, dallas cowboys, RB, 14, 92, 32177492
51029, rudolph lawrence, atlanta falcons, RB, 242, 95, 28365457
51030, roberto stephen, cleveland browns, WR, 150, 929, 41449630
51031, jim harris, san francisco 49ers, WR, 221, 88, 36182380
51032, david camp, houston texans, RB, 332, 410, 12719087
51033, dallas bonilla, miami dolphins, WR, 489, 551, 48245118
51034, paul underwood, new orleans saints, WR, 292, 207, 9935677
51035, james delagarza, baltimore ravens, WR, 399, 432, 16869166
51036, mark wilson, new york jets, RB, 342, 147, 34702181
51037, douglas cosey, seattle seahawks, WR, 360, 915, 45842906
51038, charles brown, minnesota vikings, RB, 421, 221, 9505365
51039, scott gaines, green bay packers, RB, 34, 85, 758831
51040, donald curry, new england patriots, WR, 203, 764, 7545731
51041, kerry hayden, seattle seahawks, WR, 79, 895, 49911827
51042, joseph cushman, jacksonville jaguars, QB, 323, 40, 8926613
51043, clifford jordan, tampa bay buccaneers, QB, 6, 319, 34511598
51044, evan simmons, new york giants, RB, 316, 841, 27108764
51045, william robinson, denver broncos, WR, 399, 238, 44495823
51046, amos jones, carolina panthers, QB, 49, 629, 12250267
51047, myron douglas, san diego chargers, WR, 39, 358, 35535510
51048, peter hackleman, san francisco 49ers, WR, 381, 832, 13499657
51049, romeo hightower, minnesota vikings, RB, 362, 686, 8606018
51050, william weller, new york giants, WR, 191, 26, 39342138
51051, benny ridgway, new york giants, RB, 463, 456, 40812721
51052, joseph roberts, tennessee titans, QB, 44, 999, 9102629
51053, andy starks, arizona cardinals, WR, 279, 215, 23448524
51054, richard gandolfi, minnesota vikings, QB, 358, 119, 22855439
51055, david lau, philadelphia eagles, QB, 413, 809, 27536419
51056, william isaacson, green bay packers, RB, 116, 940, 5560367
51057, kenneth randall, chicago bears, RB, 208, 377, 42161300
51058, mark harrison, jacksonville jaguars, QB, 369, 202, 36571438
51059, alex platt, oakland raiders, QB, 359, 913, 21698249
51060, taylor harris, st louis rams, WR, 168, 393, 35086991
51061, ted bailey, cleveland browns, WR, 24, 933, 20482104
51062, nathan chenier, minnesota vikings, RB, 283, 406, 35577975
51063, joe pope, oakland raiders, QB, 458, 826, 19078375
51064, brian bergeron, denver broncos, RB, 225, 952, 18215643
51065, lester silvia, atlanta falcons, QB, 476, 74, 29209139
51066, eric taylor, san francisco 49ers, WR, 103, 746, 44471039
51067, ismael harris, oakland raiders, QB, 404, 547, 37970617
51068, andrew cochran, indianapolis colts, WR, 498, 152, 22025781
51069, gerard piotrowski, pittsburgh steelers, WR, 155, 636, 12694669
51070, george ramirez, cincinnati bengals, QB, 210, 593, 3354460
51071, dennis sanzo, cincinnati bengals, RB, 225, 787, 48174622
51072, antonio ledesma, jacksonville jaguars, RB, 384, 584, 46579091
51073, christopher bassett, chicago bears, QB, 24, 489, 17217819
51074, carlos hassell, st louis rams, WR, 426, 697, 40694709
51075, anthony farr, cleveland browns, RB, 335, 625, 42976579
51076, kurt tsosie, indianapolis colts, RB, 402, 854, 49005182
51077, jack pichardo, chicago bears, RB, 5, 96, 31113824
51078, aaron bishop, new york giants, RB, 90, 746, 48093133
51079, jerry sweigart, oakland raiders, WR, 193, 279, 32115604
51080, william mcmanemy, jacksonville jaguars, RB, 115, 732, 6479918
51081, norman gomez, jacksonville jaguars, WR, 145, 790, 13214957
51082, christopher allen, arizona cardinals, WR, 234, 516, 11161791
51083, william holt, miami dolphins, RB, 38, 162, 898587
51084, shawn rios, jacksonville jaguars, QB, 291, 632, 35947326
51085, winston smith, st louis rams, QB, 473, 179, 21904815
51086, taylor veitch, baltimore ravens, QB, 279, 676, 10681163
51087, micheal stakkeland, washington redskins, WR, 94, 965, 49685883
51088, thomas yarbrough, st louis rams, RB, 164, 910, 36498505
51089, dennis avis, new york jets, WR, 488, 783, 38538536
51090, anthony semple, philadelphia eagles, WR, 454, 535, 44395345
51091, michael ricketts, new york jets, RB, 230, 376, 13674695
51092, james sok, cincinnati bengals, QB, 358, 879, 35835114
51093, jose linkous, philadelphia eagles, RB, 199, 439, 6431078
51094, micheal kieser, atlanta falcons, RB, 444, 959, 27368302
51095, leonard brackett, carolina panthers, RB, 105, 742, 2314546
51096, danny ruiz, cincinnati bengals, QB, 186, 847, 36555642
51097, dennis jackson, dallas cowboys, RB, 181, 840, 22766217
51098, richard carter, kansas city chiefs, WR, 465, 548, 32482160
51099, albert miner, miami dolphins, QB, 402, 899, 33706543
51100, george gooch, jacksonville jaguars, RB, 26, 834, 12578349
51101, florentino cruse, dallas cowboys, QB, 327, 499, 44039753
51102, edwin guo, oakland raiders, WR, 386, 175, 42797128
51103, daniel barnes, san diego chargers, RB, 278, 535, 16215291
51104, james shannon, philadelphia eagles, WR, 493, 600, 46059183
51105, jean pluemer, oakland raiders, QB, 343, 776, 6539754
51106, james jackson, philadelphia eagles, WR, 199, 96, 13287278
51107, leonard valencia, san diego chargers, RB, 48, 62, 20345336
51108, james jones, kansas city chiefs, QB, 332, 572, 34918339
51109, joe songer, st louis rams, RB, 78, 616, 46201734
51110, evan olivo, tampa bay buccaneers, QB, 334, 252, 32051385
51111, raymond rangel, miami dolphins, QB, 319, 45, 36090816
51112, richard lewis, chicago bears, QB, 431, 163, 18092600
51113, william brown, arizona cardinals, WR, 129, 430, 36580652
51114, patrick jones, miami dolphins, RB, 107, 646, 40673900
51115, james cook, miami dolphins, WR, 327, 275, 8891286
51116, shannon kraft, oakland raiders, WR, 180, 984, 11466286
51117, jonathan littlejohn, san francisco 49ers, QB, 436, 533, 2977905
51118, jesse crawford, tennessee titans, WR, 36, 689, 31295038
51119, robert waugh, new york jets, WR, 69, 290, 13631051
51120, donald willis, jacksonville jaguars, WR, 263, 243, 38907798
51121, phillip hawkins, denver broncos, WR, 323, 693, 1458733
51122, james ervin, atlanta falcons, QB, 200, 36, 37499592
51123, john weyandt, dallas cowboys, WR, 236, 971, 5065751
51124, ray carter, cincinnati bengals, RB, 367, 369, 33852356
51125, andrew curry, green bay packers, WR, 343, 23, 10986078
51126, thomas cooper, jacksonville jaguars, QB, 149, 649, 18236847
51127, allan trottier, green bay packers, WR, 165, 699, 17206891
51128, michael guthrie, new york jets, RB, 203, 141, 20739318
51129, john schut, philadelphia eagles, WR, 187, 956, 33487874
51130, ricky pace, denver broncos, RB, 15, 533, 33637925
51131, miguel delarosa, oakland raiders, QB, 273, 326, 46673621
51132, terry acton, baltimore ravens, WR, 471, 311, 37571679
51133, richard jackson, cleveland browns, QB, 112, 923, 4102570
51134, frank brown, new orleans saints, WR, 227, 559, 6713415
51135, george murray, pittsburgh steelers, QB, 273, 222, 39581134
51136, george earl, buffalo bills, QB, 9, 270, 16180509
51137, justin kaplan, arizona cardinals, QB, 134, 223, 6516005
51138, jack jones, baltimore ravens, WR, 235, 628, 35571221
51139, merrill gilbert, baltimore ravens, QB, 223, 694, 43629757
51140, james schaal, arizona cardinals, WR, 102, 513, 20948110
51141, charles lefevre, indianapolis colts, QB, 3, 460, 21354496
51142, hugo macha, st louis rams, QB, 167, 287, 35390576
51143, dewey bryer, indianapolis colts, WR, 475, 636, 13517150
51144, mark jordan, seattle seahawks, RB, 222, 765, 3108677
51145, kenneth clark, seattle seahawks, WR, 421, 271, 32831067
51146, christopher kelly, tennessee titans, WR, 177, 531, 46878616
51147, charles davisson, tampa bay buccaneers, QB, 494, 358, 13387568
51148, kenneth mcduffie, buffalo bills, RB, 77, 863, 38920617
51149, jonathan stokes, kansas city chiefs, QB, 140, 859, 22450741
51150, jose garcia, indianapolis colts, QB, 34, 645, 8723490
51151, michael chapman, dallas cowboys, RB, 300, 224, 36008031
51152, alton osborne, cincinnati bengals, WR, 103, 735, 45176318
51153, roger wilkes, detroit lions, RB, 478, 271, 35577969
51154, alvin mcgurk, new york jets, QB, 409, 930, 45068741
51155, michael stokes, oakland raiders, WR, 424, 763, 19196053
51156, val mejia, atlanta falcons, QB, 496, 454, 4467323
51157, matthew gallant, st louis rams, QB, 255, 890, 18343939
51158, john brown, new england patriots, QB, 466, 320, 40437708
51159, randy landrus, miami dolphins, QB, 130, 715, 32785261
