1, 2007-10-6, raymond james, W, 3403, 9346
16413, 2004-1-16, raymond james, T, 4601, 893
16414, 2012-12-22, reliant, W, 3119, 8998
16415, 2003-7-6, qualcomm, W, 1627, 5299
16416, 2003-8-16, lambeau, W, 2846, 9650
16417, 2017-12-26, ford, T, 852, 6838
16418, 2001-6-27, arrowhead, W, 763, 2374
16419, 2009-2-14, heinz, W, 356, 6865
16420, 2016-12-1, edward jones, W, 3105, 2792
16421, 2013-12-21, dolphin, W, 4371, 5939
16422, 2011-6-20, lucas oil, W, 4756, 4735
16423, 2012-9-17, fedexfield, W, 4159, 1299
16424, 2010-4-16, qualcomm, T, 1996, 7273
16425, 2018-3-22, reliant, L, 2260, 9044
16426, 2014-3-28, louisiana superdome, W, 4049, 1325
16427, 2014-10-30, georgia dome, L, 1109, 9380
16428, 2006-6-19, raymond james, W, 2613, 2812
16429, 2009-3-1, ford, T, 2992, 2258
16430, 2013-10-28, ralph wilson, T, 1147, 8278
16431, 2010-7-18, raymond james, W, 2235, 3565
16432, 2002-7-23, ford, L, 2589, 6826
16433, 2001-4-26, soldier field ii, W, 129, 6552
16434, 2004-8-12, dallas cowboys, L, 109, 1793
16435, 2007-12-13, everbank, W, 2098, 9765
16436, 2011-12-11, everbank, T, 1730, 5688
16437, 2013-12-19, everbank, W, 4950, 7568
16438, 2015-12-16, oakland-alameda, W, 760, 2952
16439, 2005-3-14, heinz, W, 4250, 755
16440, 2006-11-14, lincoln, T, 4017, 7813
16441, 2007-8-19, qwest, W, 411, 1136
16442, 2005-2-4, qwest, L, 4977, 9435
16443, 2016-11-27, ford, L, 4037, 6489
16444, 2015-1-2, lincoln, L, 2391, 7155
16445, 2004-4-16, lucas oil, W, 4956, 4329
16446, 2000-9-12, heinz, L, 3912, 8735
16447, 2012-10-3, lincoln, W, 748, 4662
16448, 2004-3-23, gillette, T, 1406, 9020
16449, 2006-7-25, soldier field ii, L, 2679, 9043
16450, 2001-10-26, soldier field ii, L, 1245, 7377
16451, 2007-9-14, dolphin, W, 1537, 1049
16452, 2012-3-22, bank of america, W, 368, 8351
16453, 2007-10-2, lincoln, T, 4029, 6019
16454, 2015-9-7, lp, L, 3944, 6658
16455, 2013-2-19, paul brown, T, 679, 8071
16456, 2011-12-14, qwest, T, 4627, 2950
16457, 2010-9-16, dallas cowboys, W, 3287, 6389
16458, 2015-8-5, reliant, T, 2631, 5075
16459, 2002-11-5, oakland-alameda, T, 1136, 9813
16460, 2008-5-5, qualcomm, W, 1661, 5697
16461, 2003-9-4, reliant, L, 4090, 4882
16462, 2003-10-30, dallas cowboys, T, 3463, 5053
16463, 2002-4-5, dolphin, T, 3693, 3159
16464, 2015-4-1, lincoln, T, 1641, 1672
16465, 2008-3-13, hubert metrodome, T, 2733, 3349
16466, 2012-4-26, ralph wilson, T, 4678, 8955
16467, 2009-12-5, heinz, W, 2671, 8863
16468, 2017-11-6, everbank, L, 1414, 7385
16469, 2004-12-2, lp, W, 3619, 9388
16470, 2004-8-26, louisiana superdome, L, 1448, 6587
16471, 2006-12-23, ford, L, 4919, 9333
16472, 2013-3-30, louisiana superdome, T, 2071, 8499
16473, 2016-9-28, qwest, L, 961, 9656
16474, 2006-1-14, lincoln, L, 611, 8575
16475, 2005-9-25, qwest, L, 4755, 1432
16476, 2002-6-19, university of phoenix, W, 2897, 7656
16477, 2011-8-6, qwest, T, 1529, 4362
16478, 2015-1-26, arrowhead, T, 2854, 2941
16479, 2012-8-11, raymond james, T, 3132, 3681
16480, 2002-5-17, heinz, L, 2173, 9586
16481, 2007-12-15, hubert metrodome, L, 3052, 8201
16482, 2003-1-2, ralph wilson, W, 903, 4389
16483, 2008-7-30, paul brown, L, 1443, 101
16484, 2009-5-23, candlestick, T, 1874, 6487
16485, 2011-5-19, oakland-alameda, W, 3229, 2879
16486, 2015-2-13, lucas oil, W, 2285, 3274
16487, 2002-3-23, gillette, T, 4933, 8342
16488, 2015-1-2, invesco, T, 355, 5708
16489, 2005-2-8, edward jones, T, 4552, 500
16490, 2016-4-13, invesco, W, 851, 1915
16491, 2010-10-16, arrowhead, W, 1646, 5527
16492, 2005-12-26, edward jones, T, 4737, 5289
16493, 2006-11-23, lincoln, L, 3294, 8527
16494, 2005-1-16, paul brown, L, 3534, 9718
16495, 2011-4-24, lp, L, 1000, 7811
16496, 2014-7-6, university of phoenix, W, 1805, 2400
16497, 2017-9-15, m&t bank, T, 1142, 6562
16498, 2000-10-2, bank of america, L, 2162, 8704
16499, 2009-12-30, fedexfield, W, 1588, 3580
16500, 2004-10-2, heinz, W, 3183, 148
16501, 2013-9-8, raymond james, T, 199, 5134
16502, 2012-12-12, ford, W, 900, 4727
16503, 2002-5-29, hubert metrodome, L, 1273, 8413
16504, 2001-10-3, soldier field ii, T, 2489, 1575
16505, 2004-5-28, raymond james, T, 1039, 1328
16506, 2009-12-25, raymond james, L, 3016, 654
16507, 2017-4-23, oakland-alameda, L, 961, 1928
16508, 2000-8-16, qualcomm, W, 3662, 127
16509, 2005-8-1, cleveland browns, W, 2850, 8045
16510, 2016-3-23, candlestick, W, 2415, 1871
16511, 2013-6-23, dallas cowboys, T, 1188, 8730
16512, 2009-5-28, lucas oil, T, 4548, 8376
16513, 2006-12-17, candlestick, W, 2250, 6701
16514, 2010-8-30, ralph wilson, T, 4932, 9868
16515, 2015-4-7, m&t bank, L, 4702, 8969
16516, 2006-7-14, paul brown, T, 1780, 4288
16517, 2015-11-15, invesco, L, 2854, 4471
16518, 2014-12-19, m&t bank, T, 4517, 4993
16519, 2016-5-2, qualcomm, W, 1362, 583
16520, 2015-2-6, paul brown, T, 4251, 5233
16521, 2000-2-12, hubert metrodome, T, 4102, 6866
16522, 2003-4-5, ford, L, 3248, 680
16523, 2014-9-20, lp, L, 3923, 2974
16524, 2002-8-3, qwest, T, 1651, 9433
16525, 2005-4-9, cleveland browns, L, 3668, 9086
16526, 2005-2-11, m&t bank, L, 292, 1518
16527, 2014-7-11, dolphin, W, 296, 4047
16528, 2003-2-23, invesco, L, 1329, 8089
16529, 2008-1-13, qualcomm, L, 3293, 5342
16530, 2003-5-10, dallas cowboys, W, 1447, 2616
16531, 2003-6-6, lincoln, W, 1579, 9991
16532, 2017-8-7, edward jones, T, 4363, 407
16533, 2007-4-6, raymond james, T, 626, 4538
16534, 2003-4-26, everbank, L, 3941, 6329
16535, 2000-6-24, cleveland browns, W, 3515, 7174
16536, 2002-9-25, university of phoenix, W, 1926, 4314
16537, 2013-2-5, hubert metrodome, T, 3950, 2824
16538, 2008-6-3, dolphin, L, 4469, 5655
16539, 2006-9-30, oakland-alameda, L, 1846, 4768
16540, 2008-6-25, lp, W, 3140, 5493
16541, 2016-10-20, lambeau, T, 4939, 2805
16542, 2007-10-19, qwest, T, 4581, 273
16543, 2018-10-14, bank of america, W, 4615, 856
16544, 2017-9-5, everbank, L, 1155, 134
16545, 2015-2-22, lambeau, L, 201, 7978
16546, 2004-11-7, university of phoenix, L, 3821, 5906
16547, 2008-9-21, dolphin, L, 3161, 2427
16548, 2015-10-28, georgia dome, W, 2618, 3791
16549, 2011-1-9, cleveland browns, W, 2515, 128
16550, 2015-4-26, giants, T, 161, 1938
16551, 2013-1-17, arrowhead, W, 575, 6206
16552, 2003-7-13, lucas oil, T, 4674, 5628
16553, 2009-8-9, qwest, L, 765, 2176
16554, 2017-8-3, giants, L, 2979, 9365
16555, 2003-3-13, ford, T, 4836, 864
16556, 2018-3-30, paul brown, L, 1908, 1623
16557, 2018-5-11, louisiana superdome, L, 1604, 9221
16558, 2015-8-12, giants, W, 602, 8985
16559, 2002-9-3, edward jones, T, 4443, 1676
16560, 2008-10-18, gillette, T, 1373, 4000
16561, 2003-3-26, arrowhead, W, 1910, 1851
16562, 2001-11-17, heinz, L, 817, 8261
16563, 2003-1-23, ralph wilson, W, 3945, 9595
16564, 2007-8-8, oakland-alameda, T, 1133, 3702
16565, 2014-12-3, lucas oil, L, 3254, 7542
16566, 2009-3-22, raymond james, L, 314, 7570
16567, 2009-10-18, heinz, L, 4081, 7281
16568, 2005-4-18, bank of america, T, 2066, 3745
16569, 2002-5-15, lucas oil, W, 2244, 8542
16570, 2014-9-17, louisiana superdome, L, 2937, 1316
16571, 2018-8-22, lp, W, 3519, 3498
16572, 2017-8-10, ralph wilson, L, 3183, 6534
16573, 2018-7-19, qwest, L, 3187, 8881
16574, 2012-3-19, invesco, W, 1376, 4647
16575, 2009-7-15, reliant, W, 2596, 6079
16576, 2004-7-24, qualcomm, L, 1115, 5643
16577, 2006-8-29, qualcomm, L, 602, 7069
16578, 2001-7-4, m&t bank, T, 4056, 1945
16579, 2011-4-17, invesco, T, 3217, 584
16580, 2001-7-22, m&t bank, L, 1254, 4311
16581, 2017-9-29, edward jones, T, 1156, 1007
16582, 2018-9-18, oakland-alameda, T, 3756, 2541
16583, 2006-10-11, lucas oil, L, 2723, 7928
16584, 2009-7-11, bank of america, T, 2365, 1375
16585, 2001-7-29, lincoln, L, 3378, 6857
16586, 2007-7-28, dallas cowboys, T, 4966, 3942
16587, 2012-2-10, dolphin, L, 4583, 4637
16588, 2014-10-15, bank of america, W, 3180, 1170
16589, 2014-4-18, soldier field ii, L, 1136, 674
16590, 2018-7-27, invesco, T, 1774, 8414
16591, 2004-2-22, cleveland browns, T, 3667, 7716
16592, 2010-4-4, paul brown, L, 4158, 6248
16593, 2015-12-30, university of phoenix, T, 1661, 7439
16594, 2014-11-21, raymond james, T, 1805, 4910
16595, 2014-6-15, lincoln, L, 2088, 8103
16596, 2002-9-10, soldier field ii, T, 2432, 6448
16597, 2010-2-17, edward jones, T, 681, 8593
16598, 2016-6-29, ford, W, 2628, 1848
16599, 2002-9-2, lp, W, 2648, 3685
16600, 2011-2-20, invesco, T, 4062, 6851
16601, 2001-12-11, cleveland browns, W, 3154, 7301
16602, 2009-2-22, candlestick, T, 3973, 3633
16603, 2007-3-28, lincoln, L, 229, 8353
16604, 2005-12-3, heinz, L, 1747, 2170
16605, 2008-10-1, everbank, L, 3131, 6769
16606, 2000-4-5, invesco, W, 3756, 1093
16607, 2017-4-6, qwest, L, 2017, 7455
16608, 2004-8-18, university of phoenix, L, 4880, 8944
16609, 2009-3-14, everbank, W, 3259, 2795
16610, 2010-7-19, arrowhead, W, 1611, 2159
16611, 2009-10-19, paul brown, W, 2120, 5060
16612, 2000-11-15, candlestick, L, 2090, 5649
16613, 2013-4-24, lincoln, W, 4351, 8400
16614, 2014-9-20, arrowhead, W, 1753, 7685
16615, 2014-2-27, giants, L, 4238, 7495
16616, 2015-11-7, lucas oil, T, 3432, 9032
16617, 2010-4-3, invesco, L, 4757, 1813
16618, 2001-6-11, m&t bank, T, 1790, 7245
16619, 2014-9-29, paul brown, L, 4480, 3310
16620, 2009-4-26, fedexfield, T, 3976, 7146
16621, 2002-7-1, university of phoenix, L, 4322, 7968
16622, 2009-1-21, fedexfield, L, 4541, 4989
16623, 2010-9-12, qwest, W, 703, 5962
16624, 2018-3-12, everbank, L, 3097, 1249
16625, 2013-8-1, arrowhead, L, 1462, 4532
16626, 2002-7-12, university of phoenix, L, 4043, 1073
16627, 2003-5-25, soldier field ii, T, 1644, 8600
16628, 2011-12-14, louisiana superdome, L, 4083, 5330
16629, 2010-6-15, edward jones, T, 1969, 9359
16630, 2015-10-15, dallas cowboys, L, 2008, 7820
16631, 2015-10-4, oakland-alameda, L, 3205, 6821
16632, 2015-5-23, ford, W, 688, 8863
16633, 2012-2-21, dallas cowboys, L, 3099, 4007
16634, 2010-9-8, georgia dome, L, 3949, 3043
16635, 2017-9-6, lambeau, W, 3799, 9042
16636, 2008-6-19, lucas oil, T, 2684, 6473
16637, 2005-5-22, arrowhead, W, 1156, 980
16638, 2018-8-6, heinz, W, 4898, 3900
16639, 2000-6-23, heinz, W, 4437, 2411
16640, 2000-10-13, reliant, T, 1941, 7742
16641, 2004-5-23, gillette, W, 1296, 7557
16642, 2001-9-27, lp, W, 1775, 2022
16643, 2001-8-30, gillette, W, 1953, 1342
16644, 2015-10-20, ford, L, 3484, 5961
16645, 2002-8-6, giants, T, 2176, 3839
16646, 2014-6-5, lucas oil, T, 3118, 1019
16647, 2010-12-6, lincoln, T, 1757, 9344
16648, 2005-2-17, candlestick, L, 3829, 1624
16649, 2004-3-6, arrowhead, L, 2967, 4196
16650, 2018-5-28, qwest, T, 1082, 7257
16651, 2008-8-19, dolphin, T, 812, 2905
16652, 2011-6-10, qwest, L, 3295, 1347
16653, 2010-12-4, m&t bank, T, 1826, 9944
16654, 2007-7-26, cleveland browns, L, 1924, 7600
16655, 2014-2-8, invesco, L, 1730, 5055
16656, 2004-6-28, louisiana superdome, T, 642, 4338
16657, 2014-4-22, giants, W, 536, 7297
16658, 2003-5-18, m&t bank, T, 2438, 4381
16659, 2014-1-2, invesco, W, 4113, 1584
16660, 2012-12-17, heinz, W, 690, 5215
16661, 2008-3-22, reliant, T, 4572, 3796
16662, 2012-4-15, hubert metrodome, T, 1437, 5213
16663, 2007-4-23, cleveland browns, L, 2312, 3486
16664, 2001-8-3, lp, W, 2947, 2256
16665, 2010-12-5, soldier field ii, T, 3439, 4136
16666, 2006-2-10, fedexfield, W, 3445, 5702
16667, 2000-1-1, lambeau, T, 599, 8771
16668, 2014-4-5, oakland-alameda, L, 810, 1411
16669, 2000-10-9, gillette, W, 3763, 2388
16670, 2000-1-19, cleveland browns, L, 117, 2341
16671, 2000-11-6, louisiana superdome, T, 2339, 4428
16672, 2009-8-11, qualcomm, L, 2073, 2300
16673, 2018-4-26, invesco, T, 1736, 7201
16674, 2005-6-14, georgia dome, T, 3067, 1670
16675, 2012-8-16, georgia dome, T, 4614, 7239
16676, 2014-11-21, paul brown, T, 2430, 2275
16677, 2008-6-10, heinz, L, 2312, 2480
16678, 2018-1-10, paul brown, L, 3324, 1979
16679, 2004-4-16, dolphin, L, 1152, 3531
16680, 2011-8-26, ford, T, 1522, 240
16681, 2001-6-25, paul brown, T, 3980, 1242
16682, 2013-2-9, ford, L, 4831, 1933
16683, 2005-12-19, lambeau, L, 2280, 8488
16684, 2002-12-22, lucas oil, W, 1264, 9465
16685, 2017-3-26, lincoln, W, 4069, 3057
16686, 2011-10-20, m&t bank, W, 3696, 3160
16687, 2017-11-15, louisiana superdome, L, 2821, 8265
16688, 2005-3-26, lincoln, W, 4014, 189
16689, 2001-11-18, ford, W, 4715, 6967
16690, 2016-1-9, dallas cowboys, W, 4010, 3133
16691, 2003-7-2, georgia dome, L, 1606, 2400
16692, 2005-12-6, ford, L, 1131, 9544
16693, 2009-5-16, ford, W, 147, 4410
16694, 2005-8-13, reliant, W, 512, 7816
16695, 2002-12-10, soldier field ii, W, 2580, 4108
16696, 2000-11-8, lambeau, L, 2006, 9953
16697, 2012-10-28, dolphin, T, 3829, 3713
16698, 2001-3-5, hubert metrodome, T, 3146, 3347
16699, 2002-7-25, edward jones, L, 4051, 1981
16700, 2001-11-28, edward jones, T, 3559, 470
16701, 2015-6-13, ford, T, 3126, 121
16702, 2005-6-14, dolphin, T, 1315, 2810
16703, 2005-12-25, m&t bank, T, 651, 4597
16704, 2010-11-30, arrowhead, W, 1243, 470
16705, 2003-8-17, cleveland browns, T, 2006, 4003
16706, 2013-8-4, cleveland browns, T, 232, 7678
16707, 2000-10-15, fedexfield, L, 4862, 3483
16708, 2015-2-13, lambeau, W, 820, 116
16709, 2007-7-25, oakland-alameda, L, 4854, 7303
16710, 2013-6-4, university of phoenix, T, 560, 5750
16711, 2003-3-17, edward jones, L, 4908, 4573
16712, 2011-7-4, raymond james, W, 3699, 6928
16713, 2005-3-25, hubert metrodome, T, 1135, 453
16714, 2010-7-16, invesco, W, 3682, 3732
16715, 2007-3-24, university of phoenix, T, 2698, 1789
16716, 2011-5-13, dallas cowboys, W, 3662, 8707
16717, 2018-12-27, lp, T, 735, 2871
16718, 2017-9-6, lucas oil, W, 620, 3684
16719, 2011-1-21, giants, T, 2555, 6587
16720, 2011-9-15, edward jones, L, 831, 4157
16721, 2015-1-18, soldier field ii, L, 438, 796
16722, 2012-9-1, louisiana superdome, T, 586, 8426
16723, 2012-12-27, oakland-alameda, T, 1974, 7446
16724, 2004-7-16, paul brown, T, 4602, 5012
16725, 2017-1-28, oakland-alameda, T, 2344, 8486
16726, 2013-9-11, gillette, T, 963, 9052
16727, 2011-3-14, invesco, W, 397, 5318
16728, 2010-4-8, invesco, L, 930, 9618
16729, 2010-5-16, everbank, T, 1717, 9440
16730, 2005-9-21, soldier field ii, W, 158, 8013
16731, 2017-2-1, oakland-alameda, T, 3788, 9310
16732, 2016-7-4, lambeau, L, 3272, 1697
16733, 2012-10-7, bank of america, W, 173, 1284
16734, 2011-3-29, hubert metrodome, T, 3846, 133
16735, 2010-5-1, candlestick, W, 1570, 1949
16736, 2010-4-16, edward jones, W, 2023, 4081
16737, 2006-2-28, giants, W, 2846, 1221
16738, 2000-7-17, invesco, L, 3140, 6371
16739, 2016-11-14, lambeau, L, 3086, 2259
16740, 2015-6-21, louisiana superdome, T, 1962, 361
16741, 2011-7-23, lp, W, 3003, 1327
16742, 2013-6-25, arrowhead, W, 3491, 7823
16743, 2007-8-17, lambeau, L, 1718, 8688
16744, 2003-10-14, paul brown, L, 3323, 4081
16745, 2005-10-3, hubert metrodome, L, 1017, 1823
16746, 2000-8-11, dolphin, L, 4228, 2821
16747, 2018-1-14, bank of america, W, 994, 5048
16748, 2012-4-10, georgia dome, L, 2228, 4328
16749, 2002-8-2, qwest, T, 3467, 3971
16750, 2002-7-6, lp, T, 990, 4810
16751, 2009-1-13, raymond james, T, 1506, 9924
16752, 2016-7-28, giants, T, 3961, 5691
16753, 2010-8-25, lp, W, 2652, 2347
16754, 2011-6-13, georgia dome, T, 3103, 8517
16755, 2015-1-10, dolphin, T, 2895, 2841
16756, 2018-10-6, candlestick, W, 709, 8454
16757, 2017-7-3, lincoln, L, 2218, 4201
16758, 2005-5-16, everbank, T, 1562, 4889
16759, 2015-11-1, raymond james, W, 1085, 4848
16760, 2007-6-1, louisiana superdome, L, 3933, 572
16761, 2010-8-22, m&t bank, T, 2499, 7526
16762, 2010-11-18, ford, T, 4696, 7529
16763, 2006-5-7, bank of america, T, 590, 1570
16764, 2005-4-24, oakland-alameda, W, 3693, 9837
16765, 2001-1-28, invesco, W, 683, 7080
16766, 2002-12-9, ralph wilson, L, 224, 6908
16767, 2013-12-14, ralph wilson, T, 2203, 3901
16768, 2011-6-21, heinz, W, 4867, 1965
16769, 2016-10-18, arrowhead, L, 3522, 5177
16770, 2017-1-3, reliant, W, 1295, 3984
16771, 2000-8-22, heinz, T, 3452, 8311
16772, 2007-4-12, fedexfield, T, 2032, 1077
16773, 2018-10-30, georgia dome, L, 479, 6460
16774, 2003-7-6, qualcomm, T, 2559, 3164
16775, 2008-4-11, edward jones, T, 317, 6641
16776, 2013-6-21, paul brown, T, 2445, 3506
16777, 2013-7-19, louisiana superdome, W, 2069, 8831
16778, 2001-7-18, candlestick, W, 2409, 8657
16779, 2016-1-7, university of phoenix, W, 3746, 5773
16780, 2013-7-3, oakland-alameda, L, 1313, 3371
16781, 2006-8-28, fedexfield, W, 2433, 8706
16782, 2010-6-6, reliant, L, 386, 3012
16783, 2001-11-26, lp, T, 1658, 6287
16784, 2000-1-28, m&t bank, W, 4688, 2985
16785, 2010-9-2, giants, L, 3441, 8401
16786, 2012-3-23, cleveland browns, T, 4144, 8598
16787, 2003-5-14, university of phoenix, L, 1155, 932
16788, 2003-4-10, qwest, W, 1250, 3053
16789, 2015-1-27, raymond james, W, 1240, 1358
16790, 2012-6-25, bank of america, L, 4854, 8977
16791, 2001-4-18, fedexfield, W, 1356, 5304
16792, 2006-12-10, georgia dome, T, 4924, 1903
16793, 2013-9-23, lucas oil, L, 183, 8100
16794, 2000-1-29, edward jones, L, 2857, 8647
16795, 2012-11-18, candlestick, L, 685, 3372
16796, 2004-11-24, edward jones, W, 2880, 9114
16797, 2016-7-19, lincoln, W, 1004, 9550
16798, 2003-8-28, lp, T, 3515, 6119
16799, 2000-3-8, candlestick, W, 1975, 3941
16800, 2013-11-7, lincoln, W, 3703, 230
16801, 2015-9-29, cleveland browns, L, 3174, 4013
16802, 2018-8-18, paul brown, W, 1394, 6063
16803, 2001-8-13, qualcomm, T, 499, 7124
16804, 2004-12-10, louisiana superdome, W, 4890, 8293
16805, 2018-7-18, bank of america, W, 1098, 6245
16806, 2014-6-7, m&t bank, L, 1405, 9863
16807, 2009-11-11, qualcomm, T, 3332, 4962
16808, 2002-4-17, lp, W, 1147, 9598
16809, 2013-1-14, ford, T, 2752, 3590
16810, 2012-11-18, heinz, T, 4343, 7835
16811, 2010-11-20, lucas oil, T, 1262, 3279
16812, 2010-12-3, lp, L, 1829, 418
16813, 2010-9-23, bank of america, T, 176, 4013
16814, 2004-1-5, edward jones, T, 3681, 6846
16815, 2018-4-9, invesco, W, 4258, 4597
16816, 2016-1-7, edward jones, W, 1771, 5636
16817, 2016-5-7, dolphin, T, 2496, 9478
16818, 2011-8-3, giants, L, 2895, 4585
16819, 2008-7-23, oakland-alameda, L, 4923, 7719
16820, 2008-5-13, edward jones, W, 1533, 3832
16821, 2001-5-14, arrowhead, W, 2519, 1756
16822, 2000-12-20, lp, W, 2212, 7095
16823, 2006-12-16, candlestick, L, 1780, 8791
16824, 2010-7-12, invesco, W, 1334, 4922
16825, 2018-4-29, lucas oil, L, 2577, 2208
16826, 2017-9-15, arrowhead, L, 762, 503
16827, 2004-7-13, oakland-alameda, T, 645, 3404
16828, 2003-1-13, invesco, T, 2188, 9615
16829, 2000-7-5, gillette, W, 2496, 6736
16830, 2013-12-29, lincoln, T, 4065, 2998
16831, 2005-3-10, dallas cowboys, L, 1227, 5930
16832, 2011-12-20, raymond james, L, 2346, 2704
16833, 2004-9-23, raymond james, L, 2623, 4314
16834, 2000-3-28, university of phoenix, L, 1940, 8775
16835, 2013-9-30, lambeau, L, 4686, 5602
16836, 2009-12-8, dallas cowboys, T, 1077, 2190
16837, 2013-2-19, university of phoenix, L, 3534, 1826
16838, 2011-9-28, dolphin, W, 3291, 4985
16839, 2017-6-5, lambeau, T, 4537, 4463
16840, 2011-3-20, hubert metrodome, W, 4491, 129
16841, 2006-9-7, lp, L, 258, 6883
16842, 2009-2-20, reliant, L, 592, 775
16843, 2001-10-30, everbank, L, 4869, 6051
16844, 2009-1-3, reliant, T, 1590, 8574
16845, 2017-7-3, dallas cowboys, W, 4107, 4779
16846, 2013-9-18, lp, W, 4588, 6854
16847, 2013-6-3, hubert metrodome, W, 3080, 1691
16848, 2004-6-16, candlestick, T, 4199, 2070
16849, 2008-5-13, edward jones, L, 4903, 5725
16850, 2015-8-27, paul brown, T, 3552, 9460
16851, 2015-10-18, oakland-alameda, W, 552, 6066
16852, 2017-9-11, soldier field ii, L, 2408, 619
16853, 2016-9-13, m&t bank, W, 4546, 4519
16854, 2010-10-17, louisiana superdome, W, 3114, 6875
16855, 2000-11-3, georgia dome, W, 2908, 5168
16856, 2005-5-1, reliant, T, 3871, 7899
16857, 2002-12-19, hubert metrodome, L, 4424, 2314
16858, 2005-6-1, lucas oil, T, 3242, 7631
16859, 2000-3-1, soldier field ii, L, 3748, 8660
16860, 2015-2-14, qualcomm, T, 4170, 8034
16861, 2014-1-12, bank of america, L, 366, 3611
16862, 2016-10-18, lucas oil, W, 626, 6746
16863, 2007-6-26, lambeau, T, 3655, 3271
16864, 2012-5-21, edward jones, W, 3621, 5180
16865, 2012-8-30, m&t bank, W, 4486, 5835
16866, 2005-6-28, lincoln, L, 4063, 8029
16867, 2002-5-23, lucas oil, W, 4885, 2311
16868, 2000-1-18, giants, W, 830, 2052
16869, 2002-7-16, paul brown, W, 553, 7400
16870, 2015-12-8, qwest, L, 4049, 777
16871, 2016-4-22, ford, L, 4531, 728
16872, 2008-2-24, lincoln, T, 4197, 4547
16873, 2006-4-20, gillette, T, 2566, 5274
16874, 2002-10-11, heinz, L, 434, 7654
16875, 2003-8-1, everbank, T, 2854, 8037
16876, 2003-8-12, cleveland browns, L, 1150, 2639
16877, 2006-4-28, soldier field ii, T, 4922, 9176
16878, 2013-8-5, candlestick, T, 3399, 1275
16879, 2017-7-7, qwest, T, 3013, 1595
16880, 2007-12-21, cleveland browns, L, 4416, 6466
